unity_timestamp,eye_timestamp,left_validata,left_eye_openness,left_eye_pupil_diameter,left_eye_origin.x,left_eye_origin.y,left_eye_origin.z,left_eye_gaze.x,left_eye_gaze.y,left_eye_gaze.z,right_validata,right_eye_openness,right_eye_pupil_diameter,right_eye_origin.x,right_eye_origin.y,right_eye_origin.z,right_eye_gaze.x,right_eye_gaze.y,right_eye_gaze.z,combined_eye_origin.x,combined_eye_origin.y,combined_eye_origin.z,combined_eye_gaze.x,combined_eye_gaze.y,combined_eye_gaze.z,gaze_distance,frame_number,tracking_status,combined_validata,left_tracking_status,right_tracking_status,ipd_mm,messages
19.8587501029,18220161300,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,-0.0151006700,-0.0021571990,0.9998837000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,-0.0151006700,-0.0021571990,0.9998837000,0.0000000000,0.0000000000,0.0000000000,-0.0151006700,-0.0021571990,0.9998837000,2.0000000000,1579,2,True,3,3,64.0000000000,RecordingStarted|SessionStart;participant=pilot_001;session=checkerboard_pilot;seed=20260901;planned_trials=21;utc=2026-09-04T11:57:44.5375196Z;mapping=visual-space-l-tangent-normalized-cartesian-grid-v2|StimulusHidden;visual_space_l=1.000;fov_deg=90.00;edge_softness_deg=1.00;circular_aperture=True;grid_spacing_deg=10.00;grid_spacing_uv=0.176327;content_zoom=1.000;eye=BothEyes|StimulusChanged;visual_space_l=1.000;fov_deg=90.00;edge_softness_deg=1.00;circular_aperture=True;grid_spacing_deg=10.00;grid_spacing_uv=0.176327;content_zoom=1.000;eye=BothEyes|StimulusChanged;visual_space_l=1.000;fov_deg=90.00;edge_softness_deg=1.00;circular_aperture=True;grid_spacing_deg=10.00;grid_spacing_uv=0.176327;content_zoom=1.000;eye=BothEyes|StimulusChanged;visual_space_l=0.500;fov_deg=90.00;edge_softness_deg=1.00;circular_aperture=True;grid_spacing_deg=10.00;grid_spacing_uv=0.176327;content_zoom=1.000;eye=BothEyes|StimulusChanged;visual_space_l=0.500;fov_deg=90.00;edge_softness_deg=1.00;circular_aperture=True;grid_spacing_deg=10.00;grid_spacing_uv=0.176327;content_zoom=1.000;eye=BothEyes|TrialStart;presentation=1;sequence=1;condition=5;repetition=1;attempt=1;eye=BothEyes;fov_deg=90.000;edge_softness_deg=1.000;circular_aperture=True;grid_spacing_deg=10.000;grid_spacing_uv=0.176327;visual_space_l=0.5000;content_zoom=1.0000|StimulusPresented;visual_space_l=0.500;fov_deg=90.00;edge_softness_deg=1.00;circular_aperture=True;grid_spacing_deg=10.00;grid_spacing_uv=0.176327;content_zoom=1.000;eye=BothEyes
19.8883921029,18249803400,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,-0.0151006700,-0.0021571990,0.9998837000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,-0.0151006700,-0.0021571990,0.9998837000,0.0000000000,0.0000000000,0.0000000000,-0.0151006700,-0.0021571990,0.9998837000,2.0000000000,1580,2,True,3,3,64.0000000000,
19.8994839029,18260895100,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,-0.0151006700,-0.0021571990,0.9998837000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,-0.0151006700,-0.0021571990,0.9998837000,0.0000000000,0.0000000000,0.0000000000,-0.0151006700,-0.0021571990,0.9998837000,2.0000000000,1581,2,True,3,3,64.0000000000,
19.9096455029,18271056800,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,-0.0151006700,-0.0021571990,0.9998837000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,-0.0151006700,-0.0021571990,0.9998837000,0.0000000000,0.0000000000,0.0000000000,-0.0151006700,-0.0021571990,0.9998837000,2.0000000000,1582,2,True,3,3,64.0000000000,
19.9202467029,18281658200,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,-0.0151006700,-0.0021571990,0.9998837000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,-0.0151006700,-0.0021571990,0.9998837000,0.0000000000,0.0000000000,0.0000000000,-0.0151006700,-0.0021571990,0.9998837000,2.0000000000,1583,2,True,3,3,64.0000000000,
19.9309870029,18292398300,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,-0.0151006700,-0.0021571990,0.9998837000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,-0.0151006700,-0.0021571990,0.9998837000,0.0000000000,0.0000000000,0.0000000000,-0.0151006700,-0.0021571990,0.9998837000,2.0000000000,1584,2,True,3,3,64.0000000000,
19.9403580029,18301769400,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,-0.0151006700,-0.0021571990,0.9998837000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,-0.0151006700,-0.0021571990,0.9998837000,0.0000000000,0.0000000000,0.0000000000,-0.0151006700,-0.0021571990,0.9998837000,2.0000000000,1585,2,True,3,3,64.0000000000,
19.9506189029,18312030400,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,-0.0151006700,-0.0021571990,0.9998837000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,-0.0151006700,-0.0021571990,0.9998837000,0.0000000000,0.0000000000,0.0000000000,-0.0151006700,-0.0021571990,0.9998837000,2.0000000000,1586,2,True,3,3,64.0000000000,
19.9608450029,18322256400,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,-0.0151006700,-0.0021571990,0.9998837000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,-0.0151006700,-0.0021571990,0.9998837000,0.0000000000,0.0000000000,0.0000000000,-0.0151006700,-0.0021571990,0.9998837000,2.0000000000,1587,2,True,3,3,64.0000000000,
19.9708809029,18332292500,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,-0.0151006700,-0.0021571990,0.9998837000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,-0.0151006700,-0.0021571990,0.9998837000,0.0000000000,0.0000000000,0.0000000000,-0.0151006700,-0.0021571990,0.9998837000,2.0000000000,1588,2,True,3,3,64.0000000000,
